Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131000,Jeddah,35000
Expedition,2008,Saudi,Blue,Semi Full,5.4,Gas,Automatic,346000,Dammam,27000
Ghost,2010,Saudi,Blue,Full,6.0,Gas,Automatic,175000,Dammam,310000
G80,2016,Other,White,Full,3.8,Gas,Automatic,124000,Riyadh,86000
E,2019,Other,Black,Standard,2.0,Gas,Automatic,38000,Riyadh,216000
911,2013,Saudi,Grey,Full,3.5,Gas,Automatic,26000,Dammam,280000
Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,121000,Jeddah,48000
Royal,2015,Saudi,Black,Full,5.0,Gas,Automatic,98000,Riyadh,111000
The 7,2020,Gulf Arabic,Black,Full,2.0,Gas,Automatic,14000,Riyadh,349000
Carnival,2009,Saudi,Another Color,Standard,3.5,Gas,Automatic,126000,Dammam,20000
ES,2019,Other,Black,Full,3.5,Gas,Automatic,40000,Dammam,185000
Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,68000,Al-Medina,26500
Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,75000,Riyadh,21000
Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,106000,Dammam,79000
Impala,2016,Saudi,White,Standard,3.5,Gas,Automatic,91000,Dammam,55000
Furniture,2014,Saudi,White,Standard,2.7,Gas,Automatic,127000,Jeddah,57000
Land Cruiser,2020,Saudi,White,Full,4.6,Gas,Automatic,21000,Jazan,275000
Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,79968,Riyadh,29000
Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,203429,Riyadh,29000
Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,93788,Riyadh,29000
Duster,2018,Saudi,Black,Standard,2.0,Gas,Automatic,164169,Riyadh,29500
Sierra,2020,Saudi,Navy,Standard,5.3,Gas,Automatic,17000,Dammam,156000
Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,34000,Riyadh,158000
Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,170000,Jeddah,26000
Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000,Al-Ahsa,65000
X-Trail,2006,Saudi,White,Standard,2.5,Gas,Automatic,238000,Dammam,13000
Land Cruiser,2020,Gulf Arabic,White,Semi Full,5.7,Gas,Automatic,124000,Jeddah,250000
Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,119000,Dammam,180000
Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,168000,Dammam,110000
Accord,2019,Gulf Arabic,White,Full,2.0,Gas,Automatic,45000,Riyadh,102000
C,2017,Other,Grey,Full,3.0,Gas,Automatic,210000,Riyadh,210000
Land Cruiser Pickup,2016,Saudi,White,Full,4.8,Gas,Automatic,44000,Riyadh,95000
Land Cruiser,2019,Saudi,White,Full,4.6,Gas,Automatic,60000,Riyadh,240000
LX,2020,Gulf Arabic,White,Full,5.7,Gas,Automatic,455000,Riyadh,455000
F150,2017,Other,Grey,Full,8.0,Gas,Automatic,140000,Riyadh,145000
Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,388000,Riyadh,55000
Forester,2010,Saudi,White,Standard,2.4,Gas,Automatic,113000,Dammam,18500
Pick up,2020,Saudi,White,Semi Full,2.4,Gas,Manual,13800,Sabya,35000
Ciocca,2009,Saudi,White,Semi Full,5.7,Gas,Automatic,275000,Makkah,55000
Duster,2018,Saudi,Oily,Standard,2.0,Gas,Automatic,53811,Riyadh,29500
Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,93049,Riyadh,29500
Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,87042,Riyadh,29500
Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,85093,Riyadh,29500
Range Rover,2015,Gulf Arabic,White,Full,3.16,Gas,Automatic,140000,Riyadh,260000
GS,2017,Gulf Arabic,Black,Full,2.25,Gas,Automatic,78000,Riyadh,170000
Pajero,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,56525,Riyadh,78000
Sonata,2016,Gulf Arabic,Blue,Full,2.1333333333333333,Gas,Automatic,76000,Riyadh,68000
C,2016,Gulf Arabic,Grey,Full,2.5,Gas,Automatic,119000,Riyadh,130000
C300,2018,Gulf Arabic,Black,Full,5.7,Gas,Automatic,49000,Riyadh,135000
Range Rover,2016,Gulf Arabic,White,Full,4.483333333333333,Gas,Automatic,110000,Riyadh,255000
Range Rover,2016,Gulf Arabic,White,Full,4.483333333333333,Gas,Automatic,132000,Riyadh,235000
Copper,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,42000,Riyadh,95000
Impala,2019,Gulf Arabic,White,Semi Full,3.5,Gas,Automatic,84000,Riyadh,77000
Avalon,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,53000,Riyadh,118000
Patrol,2019,Saudi,White,Full,4.0,Gas,Automatic,43000,Riyadh,225000
Range Rover,2020,Gulf Arabic,Golden,Full,4.0,Diesel,Automatic,36000,Riyadh,540000
ES,2017,Gulf Arabic,White,Full,3.4153846153846152,Gas,Automatic,95000,Riyadh,141000
ES,2017,Gulf Arabic,Black,Full,3.4153846153846152,Gas,Automatic,39000,Riyadh,160000
City,2016,Saudi,Black,Full,4.0,Gas,Automatic,51000,Riyadh,41000
Range Rover,2019,Other,Black,Full,4.025,Gas,Automatic,28000,Riyadh,450000
LX,2018,Other,White,Full,5.285714285714286,Gas,Automatic,107000,Riyadh,365000
Pajero,2018,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,56000,Riyadh,76000
Cadenza,2019,Gulf Arabic,White,Semi Full,3.25,Gas,Manual,72000,Riyadh,88000
Echo Sport,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700,Riyadh,55000
Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,123291,Riyadh,29500
Duster,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,117719,Riyadh,29500
Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,51717,Jeddah,29500
Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,26323,Jeddah,29500
CLA,2017,Saudi,Red,Full,3.0,Gas,Automatic,103000,Riyadh,110000
ES,2017,Gulf Arabic,Black,Full,3.4153846153846152,Gas,Automatic,75000,Riyadh,125000
ES,2017,Gulf Arabic,Black,Full,3.4153846153846152,Gas,Automatic,24000,Riyadh,160000
Range Rover,2018,Saudi,White,Full,4.4,Gas,Automatic,26000,Riyadh,170000
The 5,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,105000,Riyadh,85000
Camry,2016,Gulf Arabic,Black,Semi Full,2.4699999999999998,Gas,Automatic,83000,Riyadh,72000
Sonata,2019,Gulf Arabic,White,Standard,2.3999999999999995,Gas,Automatic,35000,Riyadh,64000
Range Rover,2016,Gulf Arabic,White,Full,4.483333333333333,Gas,Automatic,125000,Riyadh,245000
Silverado,2017,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,110000,Riyadh,107000
A5,2016,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,90000,Riyadh,115000
Senta fe,2016,Gulf Arabic,White,Semi Full,3.1444444444444444,Gas,Automatic,12000,Riyadh,79000
Tahoe,2016,Saudi,White,Semi Full,5.516666666666667,Gas,Automatic,197000,Riyadh,92000
Camry,2018,Gulf Arabic,White,Full,3.3,Gas,Automatic,42000,Riyadh,95000
Range Rover,2016,Gulf Arabic,Black,Full,4.483333333333333,Gas,Automatic,120000,Riyadh,235000
Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48000,Riyadh,68000
X,2016,Gulf Arabic,White,Full,4.4,Gas,Automatic,130000,Riyadh,160000
Patrol,2015,Saudi,Grey,Semi Full,5.199999999999999,Gas,Automatic,134000,Riyadh,135000
ES,2017,Gulf Arabic,Black,Full,3.4153846153846152,Gas,Automatic,100000,Riyadh,115000
ES,2017,Gulf Arabic,White,Full,3.4153846153846152,Gas,Automatic,85000,Riyadh,141000
ES,2017,Gulf Arabic,White,Full,3.4153846153846152,Gas,Automatic,75000,Riyadh,141000
Impala,2019,Gulf Arabic,Black,Standard,3.5666666666666664,Gas,Automatic,85000,Riyadh,68500
Navigator,2008,Gulf Arabic,White,Full,5.7,Gas,Automatic,532000,Khobar,35000
FJ,2020,Saudi,Grey,Standard,4.0,Gas,Automatic,46000,Riyadh,135000
Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,106818,Riyadh,29500
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103461,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,110448,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,143021,Riyadh,30000
Impala,2019,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,85000,Riyadh,73000
Odyssey,2016,Gulf Arabic,Black,Full,4.8,Gas,Automatic,80000,Riyadh,72000
Altima,2019,Gulf Arabic,White,Full,2.5,Gas,Automatic,1000,Riyadh,115000
G80,2017,Gulf Arabic,Black,Full,3.8,Gas,Automatic,66000,Riyadh,119000
S,2015,Gulf Arabic,Grey,Full,2.8666666666666667,Gas,Automatic,53000,Riyadh,260000
C,2017,Gulf Arabic,White,Full,2.772727272727273,Gas,Automatic,120000,Riyadh,143000
E,2016,Gulf Arabic,White,Full,2.85,Gas,Automatic,120000,Riyadh,135000
Range Rover,2016,Gulf Arabic,Grey,Full,4.483333333333333,Gas,Automatic,58000,Riyadh,250000
RX,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,59000,Riyadh,188000
Sonata,2019,Gulf Arabic,White,Semi Full,2.4166666666666665,Gas,Automatic,28000,Riyadh,68000
S,2019,Gulf Arabic,Black,Full,4.0,Gas,Automatic,6000,Riyadh,470000
Senta fe,2015,Gulf Arabic,Silver,Full,2.8666666666666667,Gas,Automatic,350000,Riyadh,52000
LX,2015,Saudi,White,Full,5.366666666666667,Gas,Automatic,94000,Riyadh,238000
Tahoe,2010,Saudi,Bronze,Full,4.6000000000000005,Gas,Automatic,292000,Riyadh,55000
Optima,2018,Gulf Arabic,White,Standard,2.08,Gas,Automatic,48000,Riyadh,67000
Yukon,2016,Gulf Arabic,Bronze,Standard,5.04,Gas,Automatic,88000,Riyadh,141000
Expedition,2016,Gulf Arabic,White,Full,3.55,Gas,Automatic,81000,Riyadh,88000
Sonata,2016,Gulf Arabic,White,Full,2.1333333333333333,Gas,Automatic,38000,Riyadh,63000
ES,2015,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,104000,Riyadh,105000
G,2015,Saudi,White,Full,8.8,Gas,Automatic,213000,Riyadh,240000
Impala,2014,Saudi,Black,Semi Full,3.6,Gas,Automatic,189000,Dammam,40000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,173700,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,207135,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114250,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,197990,Riyadh,30000
XT5,2017,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000,Riyadh,130000
Yukon,2016,Gulf Arabic,Black,Full,5.262499999999999,Gas,Automatic,55000,Riyadh,175000
Optima,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,79680,Riyadh,49000
Cadenza,2018,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,69000,Riyadh,95000
Yukon,2016,Gulf Arabic,Black,Full,5.262499999999999,Gas,Automatic,61000,Riyadh,165000
Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,231000,Riyadh,45000
Explorer,2016,Gulf Arabic,Silver,Full,3.533333333333333,Gas,Automatic,53000,Riyadh,113000
ES,2016,Gulf Arabic,Grey,Semi Full,3.077777777777778,Gas,Automatic,92000,Riyadh,115000
Land Cruiser,2016,Gulf Arabic,White,Full,4.8066666666666675,Gas,Automatic,42000,Riyadh,138000
C,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,54000,Riyadh,120000
Tahoe,2016,Saudi,White,Full,5.133333333333333,Gas,Automatic,146000,Riyadh,118000
Range Rover,2016,Gulf Arabic,Black,Full,4.483333333333333,Gas,Automatic,102000,Riyadh,252000
Camry,2007,Other,Silver,Full,1.1,Gas,Manual,450000,Riyadh,11000
Navara,2015,Saudi,White,Full,2.5,Gas,Manual,83000,Jeddah,45000
Furniture,2013,Saudi,Golden,Standard,2.7,Gas,Automatic,350000,Riyadh,50000
LX,2018,Saudi,Navy,Full,5.7,Gas,Automatic,94800,Riyadh,370000
Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,254000,Riyadh,25000
Corolla,2020,Saudi,Another Color,Standard,1.6,Gas,Automatic,16479,Riyadh,56000
Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,169000,Aseer,75000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,125848,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,132567,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,76938,Riyadh,30000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114482,Riyadh,30000
Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,105499,Riyadh,25000
Innova,2006,Saudi,Black,Standard,2.5,Gas,Manual,498000,Riyadh,18000
Accent,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,105444,Riyadh,33000
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,183000,Riyadh,27000
Furniture,2019,Saudi,Grey,Full,3.0,Gas,Automatic,18448,Riyadh,130000
Aveo,2017,Saudi,White,Standard,1.5,Gas,Automatic,118000,Riyadh,20000
Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,62000,Riyadh,35000
Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,96342,Riyadh,25000
Range Rover,2006,Saudi,Blue,Full,4.4,Gas,Automatic,289000,Riyadh,20000
Civic,2019,Saudi,White,Semi Full,1.6,Gas,Automatic,41000,Jeddah,67000
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,168347,Riyadh,30000
Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,86871,Riyadh,30500
Soul,2014,Saudi,Green,Semi Full,1.6,Gas,Automatic,157603,Riyadh,31500
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,87995,Riyadh,31500
Furniture,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,37800,Jeddah,106000
Tahoe,2007,Saudi,Silver,Standard,5.3,Gas,Automatic,440000,Abha,35000
Fluence,2015,Saudi,White,Standard,1.6,Gas,Manual,280,Al-Baha,18000
Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,88000,Dammam,77000
Azera,2019,Saudi,Navy,Full,3.5,Gas,Automatic,64000,Riyadh,94000
Senta fe,2016,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000,Dammam,47000
Hilux,2016,Saudi,White,Full,2.5666666666666673,Gas,Manual,175000,Jeddah,77000
Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000,Riyadh,63000
Sportage,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,190000,Riyadh,53000
Rav4,2016,Saudi,White,Full,2.0,Gas,Automatic,216000,Riyadh,60000
Accord,2014,Saudi,White,Full,2.4,Gas,Automatic,223000,Riyadh,48000
Furniture,2019,Saudi,White,Semi Full,3.0,Gas,Automatic,40000,Riyadh,93000
ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000,Riyadh,115000
Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,132000,Riyadh,77000
Montero,2017,Saudi,Another Color,Full,3.3,Gas,Automatic,199000,Riyadh,73000
Prestige,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,293000,Riyadh,77000
Tucson,2016,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000,Riyadh,54000
Innova,2018,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,340000,Riyadh,67000
G80,2018,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000,Riyadh,100000
Sportage,2017,Saudi,Silver,Full,2.4,Gas,Automatic,125000,Riyadh,65000
Land Cruiser Pickup,2014,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000,Riyadh,72000
Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,285000,Riyadh,36000
CX9,2016,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,230000,Riyadh,50000
Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,117313,Jeddah,32500
Sentra,2016,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480,Riyadh,32500
Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,119588,Riyadh,34000
Camry,2009,Saudi,Blue,Full,2.4,Gas,Automatic,317,Jeddah,22000
Prestige,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,203000,Riyadh,78000
LX,2014,Saudi,Black,Full,5.7,Gas,Automatic,220000,Riyadh,180000
Veloster,2019,Saudi,Yellow,Full,2.0,Gas,Automatic,63000,Riyadh,62000
Cadenza,2017,Saudi,White,Standard,3.0,Gas,Automatic,175000,Riyadh,50000
6,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,140000,Riyadh,40000
Sonata,2020,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000,Riyadh,78000
Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,62000,Riyadh,55000
Genesis,2017,Saudi,Bronze,Full,5.0,Gas,Automatic,106000,Riyadh,90000
Sonata,2018,Saudi,Silver,Full,2.4,Gas,Automatic,135000,Riyadh,58000
Yaris,2017,Saudi,White,Standard,1.6,Gas,Automatic,167000,Riyadh,29000
ES,2017,Gulf Arabic,Black,Full,3.0,Gas,Automatic,85000,Riyadh,128000
Maxima,2016,Saudi,White,Full,3.5,Gas,Automatic,155000,Riyadh,65000
Yukon,2010,Saudi,Black,Semi Full,5.0,Gas,Automatic,204000,Riyadh,44000
Tucson,2015,Saudi,White,Full,2.0,Gas,Automatic,251000,Riyadh,49000
X-Trail,2016,Saudi,Another Color,Full,2.7,Gas,Automatic,65000,Riyadh,52000
Yaris,2017,Saudi,Grey,Standard,1.4,Gas,Automatic,125000,Riyadh,30000
Camry,2019,Saudi,Brown,Full,2.5,Gas,Automatic,49000,Riyadh,82000
Azera,2018,Saudi,Red,Semi Full,3.5,Gas,Automatic,74000,Riyadh,77000
ES,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,82000,Riyadh,110000
Fusion,2014,Saudi,White,Semi Full,2.0,Gas,Automatic,260000,Riyadh,30000
Taurus,2015,Saudi,Black,Semi Full,3.3,Gas,Automatic,446000,Riyadh,35000
ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,50000,Riyadh,127000
Patrol,2010,Saudi,White,Full,4.0,Gas,Automatic,208000,Riyadh,72000
Yukon,2007,Saudi,Bronze,Semi Full,5.0,Gas,Automatic,303000,Riyadh,36000
Camry,2010,Gulf Arabic,White,Semi Full,2.05,Gas,Automatic,145,Jeddah,25000
X,2015,Saudi,Black,Full,2.3,Gas,Automatic,98000,Riyadh,150000
Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,124975,Riyadh,33000
Sunny,2019,Saudi,Another Color,Standard,1.5,Gas,Automatic,38920,Jeddah,33500
Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,56991,Jeddah,33500
Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,109746,Riyadh,34000
Tahoe,2011,Saudi,Black,Semi Full,5.3,Gas,Automatic,200000,Riyadh,42000
Accord,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,15000,Riyadh,58000
Spark,2017,Saudi,White,Standard,1.4,Gas,Automatic,101000,Riyadh,21000
ES,2017,Gulf Arabic,Another Color,Semi Full,3.0,Gas,Automatic,91000,Riyadh,112000
Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,258000,Riyadh,62000
ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,72000,Riyadh,108000
Fusion,2015,Other,Grey,Semi Full,2.5,Gas,Automatic,400000,Riyadh,26000
Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,176000,Riyadh,35000
Elantra,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,56000,Riyadh,50000
Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,112000,Riyadh,27000
Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,110000,Riyadh,27000
Rio,2016,Saudi,Red,Standard,1.4,Gas,Automatic,157000,Riyadh,25000
Elantra,2016,Saudi,Another Color,Standard,2.0,Gas,Automatic,119000,Riyadh,33000
C,2018,Other,Black,Full,2.0,Gas,Automatic,70000,Jeddah,177000
FJ,2020,Saudi,Grey,Semi Full,4.0,Gas,Automatic,17000,Riyadh,140000
Tahoe,2007,Other,White,Semi Full,5.3,Gas,Automatic,228400,Jazan,39000
FJ,2017,Saudi,White,Full,7.5,Gas,Automatic,138000,Aseer,118000
Expedition,2018,Saudi,Grey,Standard,3.5,Gas,Automatic,55000,Jeddah,143000
Tahoe,2019,Saudi,Navy,Semi Full,8.0,Gas,Automatic,33000,Riyadh,163000
GLC,2020,Gulf Arabic,Black,Full,2.8,Gas,Automatic,13000,Jeddah,289000
Corolla,2015,Other,White,Full,2.0,Gas,Automatic,80000,Riyadh,39000
Accent,2019,Saudi,Red,Standard,1.4,Gas,Automatic,89685,Riyadh,34500
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,102109,Riyadh,35000
Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,93315,Riyadh,35500
Symbol,2016,Saudi,Navy,Standard,1.6,Gas,Automatic,173000,Riyadh,16000
LX,2013,Saudi,Silver,Standard,5.7,Gas,Automatic,240000,Riyadh,145000
Caprice,2013,Saudi,Black,Semi Full,6.1,Gas,Automatic,325000,Riyadh,53000
Yukon,2015,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000
FJ,2017,Gulf Arabic,Grey,Full,1.6,Gas,Automatic,74658,Riyadh,135000
Sierra,2017,Saudi,Red,Full,6.2,Gas,Automatic,124418,Riyadh,120000
Tahoe,2015,Saudi,Silver,Semi Full,5.3,Gas,Automatic,71000,Riyadh,125000
Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,123496,Riyadh,130000
Yukon,2015,Saudi,Black,Full,5.3,Gas,Automatic,166616,Riyadh,135000
Yukon,2016,Saudi,Brown,Semi Full,5.3,Gas,Automatic,129356,Riyadh,140000
Sierra,2016,Saudi,White,Full,5.3,Gas,Automatic,82576,Riyadh,120000
Taurus,2019,Saudi,Silver,Standard,3.5,Gas,Automatic,54494,Riyadh,85000
Yukon,2015,Saudi,White,Standard,5.3,Gas,Automatic,82343,Riyadh,125000
Caprice,2014,Saudi,White,Standard,6.0,Gas,Automatic,180000,Riyadh,70000
H1,2016,Saudi,White,Semi Full,2.15,Gas,Automatic,179000,Riyadh,45000
Tahoe,2014,Saudi,Black,Semi Full,5.3,Gas,Automatic,160428,Riyadh,65000
Caprice,2013,Saudi,White,Standard,6.0,Gas,Automatic,330000,Riyadh,43000
Tahoe,2015,Saudi,White,Semi Full,5.7,Gas,Automatic,192036,Riyadh,110000
Yukon,2013,Saudi,Red,Semi Full,5.3,Gas,Automatic,77000,Riyadh,80000
6,2018,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,25712,Riyadh,78000
H1,2015,Saudi,White,Semi Full,2.7,Gas,Automatic,140000,Riyadh,55000
Tahoe,2016,Saudi,White,Full,5.3,Gas,Automatic,97955,Riyadh,145000
Yukon,2018,Saudi,Black,Semi Full,6.0,Gas,Automatic,168000,Riyadh,150000
Yukon,2015,Saudi,White,Full,6.2,Gas,Automatic,168576,Riyadh,150000
Accord,2016,Saudi,White,Semi Full,2.5,Gas,Automatic,92034,Riyadh,67000
Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,81967,Riyadh,35500
Elantra,2017,Saudi,White,Standard,1.6,Gas,Automatic,229507,Riyadh,35500
Altima,2014,Saudi,Bronze,Semi Full,2.5,Gas,Automatic,139337,Riyadh,36500
Elantra,2017,Saudi,White,Standard,1.6,Gas,Automatic,131889,Riyadh,36500
Tahoe,2008,Saudi,Black,Semi Full,5.7,Gas,Automatic,230000,Riyadh,38000
Datsun,2015,Saudi,White,Semi Full,2.5,Gas,Manual,174436,Riyadh,35000
Caprice,2016,Saudi,White,Standard,6.2,Gas,Automatic,155000,Riyadh,77000
Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,105286,Riyadh,136000
Yukon,2015,Saudi,White,Full,5.3,Gas,Automatic,133490,Riyadh,143000
Corolla,2005,Saudi,Silver,Standard,1.3,Gas,Manual,801500,Riyadh,14000
Caprice,2015,Saudi,White,Standard,6.2,Gas,Automatic,268041,Riyadh,75000
Yukon,2015,Saudi,Golden,Semi Full,5.3,Gas,Automatic,101060,Riyadh,125000
Taurus,2017,Saudi,White,Standard,3.5,Gas,Automatic,158039,Riyadh,75000
Taurus,2019,Saudi,White,Standard,3.5,Gas,Automatic,62556,Riyadh,85000
Taurus,2019,Saudi,White,Standard,3.5,Gas,Automatic,61817,Riyadh,85000
Caprice,2013,Saudi,White,Standard,6.2,Gas,Automatic,209861,Riyadh,65000
Yukon,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,55106,Riyadh,150000
Tahoe,2016,Saudi,Another Color,Semi Full,5.3,Gas,Automatic,107320,Riyadh,130000
Caprice,2015,Saudi,Silver,Standard,6.04,Gas,Automatic,105000,Riyadh,80000
Land Cruiser 70,2016,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,177000,Riyadh,90000
Caprice,2015,Saudi,White,Standard,6.04,Gas,Automatic,244000,Riyadh,70000
Land Cruiser,2014,Saudi,White,Full,5.7,Gas,Automatic,175023,Riyadh,150000
Land Cruiser Pickup,2015,Saudi,Another Color,Full,4.0,Gas,Manual,203843,Riyadh,90000
Caprice,2013,Saudi,Silver,Standard,6.2,Gas,Automatic,55769,Riyadh,90000
Camry,2017,Saudi,Another Color,Full,2.5,Gas,Automatic,61000,Riyadh,77000
Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131099,Jeddah,36500
Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,104681,Riyadh,36500
Accent,2019,Saudi,Grey,Standard,1.4,Gas,Automatic,73567,Riyadh,36500
Caprice,2013,Saudi,Silver,Standard,6.2,Gas,Automatic,55769,Riyadh,90000
Camry,2017,Saudi,Another Color,Full,2.5,Gas,Automatic,61000,Riyadh,77000
Innova,2018,Saudi,White,Semi Full,2.7,Gas,Automatic,14588,Riyadh,85000
Accord,2013,Saudi,Grey,Semi Full,2.4,Gas,Automatic,250920,Riyadh,55000
Tahoe,2015,Saudi,Silver,Standard,5.3,Gas,Automatic,176332,Riyadh,120000
Patrol,2019,Saudi,Black,Full,4.0,Gas,Automatic,42527,Riyadh,170000
Yukon,2017,Saudi,Bronze,Semi Full,6.0,Gas,Automatic,61339,Riyadh,155000
Navara,2014,Saudi,White,Semi Full,2.5,Gas,Automatic,178754,Riyadh,45000
Caprice,2016,Saudi,Grey,Semi Full,6.0,Gas,Automatic,208647,Riyadh,74000
Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,55700,Riyadh,90000
